Date/Time,EAST SIDE TREE,WEST SIDE TREE,ZN001:WALL001:SHADE001,ZN002:WALL001:SHADE001,ZN003:WALL001:SHADE001,ZN004:WALL001:SHADE001,ZN005:WALL001:SHADE001,ZN006:WALL001:SHADE001,ZN007:WALL001:SHADE001,ZN008:WALL001:SHADE001,ZN009:WALL001:SHADE001,ZN001:WALL001,ZN001:WALL001:WIN001,ZN001:WALL002,ZN001:WALL002:WIN001,ZN001:WALL003,ZN001:WALL004,ZN001:WALL005,ZN001:WALL005:WIN001,ZN001:WALL006,ZN001:FLR001,ZN001:ROOF001,ZN002:WALL001,ZN002:WALL001:WIN001,ZN002:WALL002,ZN002:WALL003,ZN002:WALL004,ZN002:FLR001,ZN002:ROOF001,ZN003:WALL001,ZN003:WALL001:WIN001,ZN003:WALL002,ZN003:WALL002:WIN001,ZN003:WALL003,ZN003:WALL004,ZN003:WALL005,ZN003:WALL006,ZN003:WALL007,ZN003:WALL007:WIN001,ZN003:WALL008,ZN003:FLR001,ZN003:ROOF001,ZN004:WALL001,ZN004:WALL001:WIN001,ZN004:WALL002,ZN004:WALL002:WIN001,ZN004:WALL003,ZN004:WALL004,ZN004:WALL005,ZN004:WALL006,ZN004:WALL006:WIN001,ZN004:FLR001,ZN004:ROOF001,ZN005:WALL001,ZN005:WALL001:WIN001,ZN005:WALL002,ZN005:WALL002:WIN001,ZN005:WALL003,ZN005:WALL004,ZN005:WALL005,ZN005:WALL005:WIN001,ZN005:WALL006,ZN005:FLR001,ZN005:ROOF001,ZN006:WALL001,ZN006:WALL001:WIN001,ZN006:WALL002,ZN006:WALL003,ZN006:WALL004,ZN006:FLR001,ZN006:ROOF001,ZN007:WALL001,ZN007:WALL001:WIN001,ZN007:WALL002,ZN007:WALL002:WIN001,ZN007:WALL003,ZN007:WALL004,ZN007:WALL005,ZN007:WALL006,ZN007:WALL006:WIN001,ZN007:WALL007,ZN007:WALL008,ZN007:FLR001,ZN007:ROOF001,ZN008:WALL001,ZN008:WALL001:WIN001,ZN008:WALL002,ZN008:WALL003,ZN008:WALL004,ZN008:FLR001,ZN008:ROOF001,ZN009:WALL001,ZN009:WALL001:WIN001,ZN009:WALL002,ZN009:WALL002:WIN001,ZN009:WALL003,ZN009:WALL004,ZN009:WALL005,ZN009:WALL005:WIN001,ZN009:WALL006,ZN009:FLR001,ZN009:ROOF001
 01/03  01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/03  02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/03  03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/03  04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/03  05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/03  06:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/03  07:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/03  08:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/03  09:00:00,0,0.25,0,0,0,0,0,0,0,0,0,0.98,0.91,0.57,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0.91,0.57,0.92,0,0.01,0,0,0,0,0,0,0,0.98,0.91,0.85,0.46,0,0,0,0,0,0,0,0.98,0.91,0.75,0.93,0.26,0,0,0,0,0,1,0.23,0.11,0,0,0,0,1,0.98,0.91,0.75,0.93,0.26,0,0,0,0,0,0,0,1,0.23,0.11,0,0,0,0,1,0.98,0.91,0.88,0.63,0,0,0,0,0,0,0.88
 01/03  10:00:00,0,0.36,0,0,0,0,0,0,0,0,0,0.97,0.92,1,0.92,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0.97,0.92,1,0.92,0.03,0,0,0,0,0,0,0,0,0.97,0.92,0.75,0.58,0,0,0,0,0,0,0,0.97,0.92,1,0.92,0.48,0,0,0,0,0,1,0.46,0.44,0,0,0,0,1,0.97,0.92,1,0.92,0.48,0,0,0,0,0,0,0,1,0.47,0.43,0,0,0,0,1,0.97,0.92,0.86,0.75,0,0,0,0,0,0,0.96
 01/03  11:00:00,0,0.57,0,0,0,0,0,0,0,0,0,0.97,0.91,1,0.86,0.01,0,0,0,0,0,0,0.46,0.23,0,0,0,0,0,0.97,0.91,1,0.86,0.41,0.01,0,0,0,0,0,0,0,0.97,0.91,0.7,0.79,0,0,0,0,0,0,0,0.97,0.91,1,0.86,0.57,0,0,0,0,0,1,0.61,0.81,0,0,0,0,1,0.97,0.91,1,0.86,0.57,0,0,0,0,0,0,0,1,0.62,0.8,0,0,0,0,1,0.97,0.91,0.82,0.91,0,0,0,0,0,0,1
 01/03  12:00:00,0,1,0,0,0,0,0,0,0,0,0,0.97,0.92,1,0.72,0.03,0,0,0,0,0,0,0.54,0.82,0,0,0,0,0,0.97,0.92,1,0.72,0.39,0.03,0,0,0,0,0,0,0,0.97,0.92,1,0.82,0,0,0,0,0,0,0,0.97,0.92,1,0.72,0.61,0,0,0,0,0,1,0.77,0.92,0,0,0,0,1,0.97,0.92,1,0.72,0.61,0,0,0,0,0,0,0,1,0.78,0.9,0,0,0,0,1,0.97,0.92,1,0.82,0,0,0,0,0,0,1
 01/03  13:00:00,0,1,0,0,0,0,0,0,0,0,0,0.97,0.92,1,0,0.04,0,0,0,0,0,0,0.95,0.92,0,0,0,0,0,0.97,0.92,1,0,0.38,0.04,0,0,0,0,0,0,0,0.97,0.92,1,0,0,0,0,0,0,0,0,0.97,0.92,1,0,0.62,0,0,0,0,0,1,0.96,0.92,0,0,0,0,1,0.97,0.92,1,0,0.62,0,0,0,0,0,0,0,1,0.97,0.91,0,0,0,0,1,0.97,0.92,1,0,0,0,0,0,0,0,1
 01/03  14:00:00,1,0,0,0,0,0,0,0,0,0,0,0.97,0.92,0,0,0,0,0.97,0.81,0,0,0,0.55,0.87,0,0,0,0,0,0.97,0.92,0,0,0,0,0,0.03,1,0.7,0,0,0,0.97,0.92,0,0,0,0.03,0.39,1,0.7,0,0,0.97,0.92,0,0,0,0,1,0.81,0,0,1,0.79,0.92,0,0,0,0,1,0.97,0.92,0,0,0,0,0.61,1,0.7,0,0,0,1,0.79,0.9,0,0,0,0,1,0.97,0.92,0,0,0,0.61,1,0.7,0,0,1
 01/03  15:00:00,0.6,0,0,0,0,0,0,0,0,0,0,0.97,0.91,0,0,0,0,0.76,0.71,0,0,0,0.47,0.27,0,0,0,0,0,0.97,0.91,0,0,0,0,0,0.01,1,0.86,0,0,0,0.97,0.91,0,0,0,0.01,0.42,1,0.86,0,0,0.97,0.91,0,0,0,0,0.92,0.79,0,0,1,0.62,0.83,0,0,0,0,1,0.97,0.91,0,0,0,0,0.58,1,0.86,0,0,0,1,0.62,0.82,0,0,0,0,1,0.97,0.91,0,0,0,0.58,1,0.86,0,0,1
 01/03  16:00:00,0.37,0,0,0,0,0,0,0,0,0,0,0.97,0.92,0,0,0,0,0.79,0.53,0,0,0,0.1,0,0,0,0,0,0,0.97,0.92,0,0,0,0,0,0,1,0.92,0,0,0,0.97,0.92,0,0,0,0,0.06,1,0.92,0,0,0.97,0.92,0,0,0,0,0.94,0.64,0,0,0.96,0.48,0.47,0,0,0,0,1,0.97,0.92,0,0,0,0,0.49,1,0.92,0,0,0,1,0.49,0.46,0,0,0,0,1,0.97,0.92,0,0,0,0.49,1,0.92,0,0,1
 01/03  17:00:00,0.26,0,0,0,0,0,0,0,0,0,0,0.97,0.91,0,0,0,0,0.86,0.43,0,0,0,0,0,0,0,0,0,0,0.97,0.91,0,0,0,0,0,0.04,0.65,0.86,0,0,0,0.97,0.91,0,0,0,0,0,0.58,0.95,0,0,0.97,0.91,0,0,0,0,0.93,0.56,0,0,0.89,0.24,0.13,0,0,0,0,1,0.97,0.91,0,0,0,0,0.29,0.77,0.95,0,0,0,1,0.24,0.13,0,0,0,0,1,0.97,0.91,0,0,0,0.28,0.77,0.95,0,0,1
 01/03  18:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/03  19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/03  20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/03  21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/03  22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/03  23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/03  24:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/04  01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/04  02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/04  03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/04  04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/04  05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/04  06:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/04  07:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/04  08:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/04  09:00:00,0,0.25,0,0,0,0,0,0,0,0,0,0.98,0.91,0.57,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0.91,0.57,0.91,0,0.02,0,0,0,0,0,0,0,0.98,0.91,0.85,0.45,0,0,0,0,0,0,0,0.98,0.91,0.75,0.93,0.26,0,0,0,0,0,1,0.23,0.11,0,0,0,0,1,0.98,0.91,0.75,0.93,0.26,0,0,0,0,0,0,0,1,0.23,0.11,0,0,0,0,1,0.98,0.91,0.89,0.63,0,0,0,0,0,0,0.88
 01/04  10:00:00,0,0.36,0,0,0,0,0,0,0,0,0,0.97,0.91,1,0.92,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0.97,0.91,1,0.92,0.03,0,0,0,0,0,0,0,0,0.97,0.91,0.76,0.58,0,0,0,0,0,0,0,0.97,0.91,1,0.92,0.48,0,0,0,0,0,1,0.46,0.44,0,0,0,0,1,0.97,0.91,1,0.92,0.48,0,0,0,0,0,0,0,1,0.47,0.43,0,0,0,0,1,0.97,0.91,0.86,0.75,0,0,0,0,0,0,0.96
 01/04  11:00:00,0,0.57,0,0,0,0,0,0,0,0,0,0.97,0.91,1,0.86,0.01,0,0,0,0,0,0,0.46,0.22,0,0,0,0,0,0.97,0.91,1,0.86,0.41,0.01,0,0,0,0,0,0,0,0.97,0.91,0.7,0.79,0,0,0,0,0,0,0,0.97,0.91,1,0.86,0.58,0,0,0,0,0,1,0.61,0.81,0,0,0,0,1,0.97,0.91,1,0.86,0.58,0,0,0,0,0,0,0,1,0.61,0.8,0,0,0,0,1,0.97,0.91,0.82,0.91,0,0,0,0,0,0,1
 01/04  12:00:00,0,1,0,0,0,0,0,0,0,0,0,0.97,0.92,1,0.73,0.03,0,0,0,0,0,0,0.54,0.82,0,0,0,0,0,0.97,0.92,1,0.73,0.39,0.03,0,0,0,0,0,0,0,0.97,0.92,1,0.82,0,0,0,0,0,0,0,0.97,0.92,1,0.73,0.61,0,0,0,0,0,1,0.77,0.92,0,0,0,0,1,0.97,0.92,1,0.73,0.61,0,0,0,0,0,0,0,1,0.78,0.9,0,0,0,0,1,0.97,0.92,1,0.82,0,0,0,0,0,0,1
 01/04  13:00:00,0,1,0,0,0,0,0,0,0,0,0,0.97,0.92,1,0,0.04,0,0,0,0,0,0,0.95,0.92,0,0,0,0,0,0.97,0.92,1,0,0.37,0.04,0,0,0,0,0,0,0,0.97,0.92,1,0,0,0,0,0,0,0,0,0.97,0.92,1,0,0.63,0,0,0,0,0,1,0.96,0.92,0,0,0,0,1,0.97,0.92,1,0,0.63,0,0,0,0,0,0,0,1,0.97,0.91,0,0,0,0,1,0.97,0.92,1,0,0,0,0,0,0,0,1
 01/04  14:00:00,1,0,0,0,0,0,0,0,0,0,0,0.97,0.92,0,0,0,0,0.98,0.8,0,0,0,0.55,0.87,0,0,0,0,0,0.97,0.92,0,0,0,0,0,0.04,1,0.7,0,0,0,0.97,0.92,0,0,0,0.04,0.38,1,0.7,0,0,0.97,0.92,0,0,0,0,1,0.8,0,0,1,0.79,0.92,0,0,0,0,1,0.97,0.92,0,0,0,0,0.62,1,0.7,0,0,0,1,0.8,0.9,0,0,0,0,1,0.97,0.92,0,0,0,0.62,1,0.7,0,0,1
 01/04  15:00:00,0.6,0,0,0,0,0,0,0,0,0,0,0.97,0.91,0,0,0,0,0.76,0.71,0,0,0,0.47,0.28,0,0,0,0,0,0.97,0.91,0,0,0,0,0,0.02,1,0.86,0,0,0,0.97,0.91,0,0,0,0.02,0.42,1,0.86,0,0,0.97,0.91,0,0,0,0,0.92,0.79,0,0,1,0.62,0.83,0,0,0,0,1,0.97,0.91,0,0,0,0,0.58,1,0.86,0,0,0,1,0.63,0.82,0,0,0,0,1,0.97,0.91,0,0,0,0.58,1,0.86,0,0,1
 01/04  16:00:00,0.37,0,0,0,0,0,0,0,0,0,0,0.97,0.91,0,0,0,0,0.79,0.53,0,0,0,0.1,0,0,0,0,0,0,0.97,0.91,0,0,0,0,0,0,1,0.92,0,0,0,0.97,0.91,0,0,0,0,0.06,1,0.92,0,0,0.97,0.91,0,0,0,0,0.94,0.64,0,0,0.96,0.48,0.48,0,0,0,0,1,0.97,0.91,0,0,0,0,0.49,1,0.92,0,0,0,1,0.49,0.47,0,0,0,0,1,0.97,0.91,0,0,0,0.49,1,0.92,0,0,1
 01/04  17:00:00,0.26,0,0,0,0,0,0,0,0,0,0,0.97,0.91,0,0,0,0,0.86,0.43,0,0,0,0,0,0,0,0,0,0,0.97,0.91,0,0,0,0,0,0.04,0.65,0.86,0,0,0,0.97,0.91,0,0,0,0,0,0.58,0.95,0,0,0.97,0.91,0,0,0,0,0.93,0.56,0,0,0.89,0.25,0.14,0,0,0,0,1,0.97,0.91,0,0,0,0,0.29,0.77,0.95,0,0,0,1,0.25,0.14,0,0,0,0,1,0.97,0.91,0,0,0,0.28,0.77,0.95,0,0,1
 01/04  18:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/04  19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/04  20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/04  21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/04  22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/04  23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/04  24:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/05  01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/05  02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/05  03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/05  04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/05  05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/05  06:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
